ID Selection	View	Channel	BeginTimes	EndTimes	LowFreqHz	HighFreqHz	Notes
1	Spectrogram 1	10	8.018399770	9.308716974	52.100	121.600	?
2	Spectrogram 1	10	95.759969662	97.326783410	42.200	139.000	
3	Spectrogram 1	10	188.368328725	190.211639017	72.000	208.400	?
4	Spectrogram 1	10	536.054865975	537.621679724	64.500	146.400	?
5	Spectrogram 1	10	892.939971582	894.322454301	59.600	136.500	?
6	Spectrogram 1	10	1471.925984255	1473.216301459	64.500	176.200	?
7	Spectrogram 1	10	2905.142452381	2906.340604071	81.900	193.500	
8	Spectrogram 1	10	2965.400715822	2967.244026114	69.500	158.800	
9	Spectrogram 1	10	2971.667970814	2973.695612135	59.600	161.300	?
10	Spectrogram 1	10	3009.916659370	3011.206976575	94.300	183.600	
11	Spectrogram 1	10	3030.100907066	3032.220713902	91.800	166.300	?
12	Spectrogram 1	10	3052.847806068	3053.953792243	84.400	191.100	
13	Spectrogram 1	10	3078.746315668	3080.405294931	124.100	178.700	?
14	Spectrogram 1	10	3081.695612135	3082.985929339	126.600	223.300	?
15	Spectrogram 1	10	3096.534259985	3098.101073733	104.200	228.300	
16	Spectrogram 1	10	3118.100990399	3119.944300691	96.800	238.200	
17	Spectrogram 1	10	3124.644741935	3125.750728111	96.800	238.200	
18	Spectrogram 1	10	3139.391224270	3141.418865591	69.500	183.600	?
19	Spectrogram 1	10	3141.769544547	3142.967696237	79.400	151.400	?
20	Spectrogram 1	10	3151.723420123	3153.474564900	99.300	178.700	?
21	Spectrogram 1	10	3201.769294547	3203.796935868	54.600	171.200	
22	Spectrogram 1	10	3215.778452765	3217.529597542	111.700	218.400	?
23	Spectrogram 1	10	3219.925900922	3221.492714670	74.400	168.700	?
24	Spectrogram 1	10	3231.999583333	3233.474231567	81.900	158.800	
25	Spectrogram 1	10	3248.958038018	3250.893513825	101.700	206.000	
26	Spectrogram 1	10	3276.497543779	3277.972192012	109.200	240.700	
27	Spectrogram 1	10	3281.843143625	3283.317791859	91.800	181.100	
28	Spectrogram 1	10	3282.856964286	3284.515943548	114.100	223.300	
29	Spectrogram 1	10	3289.124219278	3290.506701997	81.900	148.900	
30	Spectrogram 1	10	3298.248605223	3300.368412058	44.700	337.500	
31	Spectrogram 1	10	3301.290067204	3302.856880952	84.400	201.000	
32	Spectrogram 1	10	3311.889101382	3313.363749616	116.600	218.400	
33	Spectrogram 1	10	3313.548080645	3314.838397849	89.300	203.500	
34	Spectrogram 1	10	3314.377570276	3315.299225422	84.400	148.900	
35	Spectrogram 1	10	3315.391390937	3316.773873656	79.400	191.100	
36	Spectrogram 1	10	3352.349762289	3353.732245008	69.500	166.300	?
37	Spectrogram 1	10	3406.709432796	3408.644908602	74.400	161.300	
38	Spectrogram 1	10	3419.981266897	3421.640246160	121.600	206.000	?
39	Spectrogram 1	10	3442.377486943	3443.759969662	62.000	183.600	
40	Spectrogram 1	10	3482.267171659	3484.018316436	116.600	201.000	
41	Spectrogram 1	10	3493.050536866	3494.801681644	106.700	250.600	
42	Spectrogram 1	10	3513.419115591	3515.078094854	126.600	238.200	
43	Spectrogram 1	10	3557.382066052	3559.409707373	119.100	260.500	
44	Spectrogram 1	10	3565.861293395	3567.612438172	111.700	183.600	
45	Spectrogram 1	10	3580.128965054	3581.972275346	129.000	220.800	
46	Spectrogram 1	10	3602.064357527	3603.631171275	81.900	196.000	
47	Spectrogram 1	10	3683.889351382	3685.732661674	124.100	213.400	?
48	Spectrogram 1	10	3699.649654378	3701.492964670	49.600	191.100	?
49	Spectrogram 1	10	3733.474398233	3735.041211982	111.700	196.000	?
50	Spectrogram 1	10	3768.220797235	3769.511114439	129.000	193.500	?
51	Spectrogram 1	10	3776.054865975	3777.990341782	94.300	208.400	?
52	Spectrogram 1	10	3780.847472734	3782.414286482	119.100	203.500	
53	Spectrogram 1	10	3925.419198925	3927.446840246	101.700	218.400	?
54	Spectrogram 1	10	3929.382316052	3930.856964286	72.000	183.600	?
55	Spectrogram 1	10	3951.594205069	3953.621846390	106.700	193.500	?
56	Spectrogram 1	10	3962.930563364	3964.313046083	96.800	243.200	?
57	Spectrogram 1	10	4030.654233487	4032.221047235	96.800	210.900	?
58	Spectrogram 1	10	4048.903005376	4050.469819124	104.200	178.700	
59	Spectrogram 1	10	4141.972192012	4143.631171275	116.600	206.000	
60	Spectrogram 1	10	4207.133210829	4208.884355607	96.800	228.300	
61	Spectrogram 1	10	4212.570976190	4214.137789939	76.900	191.100	
62	Spectrogram 1	10	4231.815585637	4233.474564900	114.100	198.500	
63	Spectrogram 1	10	4243.059778418	4244.350095622	86.800	161.300	
64	Spectrogram 1	10	4253.105819508	4255.225626344	62.000	230.800	
65	Spectrogram 1	10	4288.036549539	4289.787694316	42.200	188.600	
66	Spectrogram 1	10	4302.414369816	4304.073349078	59.600	146.400	
67	Spectrogram 1	10	4337.327116743	4338.709599462	114.100	223.300	?
68	Spectrogram 1	10	4347.649654378	4349.677295699	74.400	201.000	
69	Spectrogram 1	10	4370.322370968	4372.534343318	69.500	198.500	?
70	Spectrogram 1	10	4379.170260369	4380.829239631	76.900	163.800	?
71	Spectrogram 1	10	4401.197818356	4402.580301075	109.200	188.600	?
72	Spectrogram 1	10	4461.087419739	4462.377736943	76.900	210.900	
73	Spectrogram 1	10	4566.138123272	4567.889268049	81.900	166.300	
74	Spectrogram 1	10	4576.921488479	4578.949129800	69.500	201.000	
75	Spectrogram 1	10	4641.068686636	4643.464990015	76.900	210.900	
76	Spectrogram 1	10	4666.857047619	4668.516026882	94.300	178.700	
77	Spectrogram 1	10	4707.962867127	4710.451336022	64.500	223.300	
78	Spectrogram 1	10	4716.442094470	4717.824577189	99.300	178.700	
79	Spectrogram 1	10	4784.718757680	4786.562067972	91.800	255.600	
80	Spectrogram 1	10	4787.207226575	4788.589709293	79.400	163.800	
81	Spectrogram 1	10	4820.294646313	4822.045791091	57.100	156.300	
82	Spectrogram 1	10	4843.243859447	4844.902838710	86.800	191.100	
83	Spectrogram 1	10	4893.548247312	4895.022895545	86.800	163.800	?
84	Spectrogram 1	10	4957.879776498	4959.907417819	74.400	235.700	
85	Spectrogram 1	10	4968.110148618	4970.045624424	72.000	248.100	
86	Spectrogram 1	10	4986.433102919	4988.645075269	91.800	335.000	
87	Spectrogram 1	10	4989.474564900	4991.317875192	99.300	193.500	
88	Spectrogram 1	10	4994.451502688	4996.294812980	89.300	176.200	
89	Spectrogram 1	10	5016.755557220	5018.783198541	84.400	354.800	
90	Spectrogram 1	10	5024.220963902	5026.156439708	106.700	250.600	
91	Spectrogram 1	10	5027.446756912	5028.829239631	109.200	210.900	
92	Spectrogram 1	10	5040.349928955	5042.008908218	74.400	248.100	
93	Spectrogram 1	10	5045.326866743	5047.078011521	89.300	245.700	?
94	Spectrogram 1	10	5075.925817588	5077.953458909	74.400	243.200	
95	Spectrogram 1	10	5101.714178571	5103.373157834	106.700	178.700	?
96	Spectrogram 1	10	5106.230288786	5107.889268049	81.900	302.700	
97	Spectrogram 1	10	5157.750811444	5159.317625192	76.900	198.500	
98	Spectrogram 1	10	5158.948963134	5160.607942396	76.900	223.300	
99	Spectrogram 1	10	5211.649654378	5213.308633641	101.700	248.100	?
100	Spectrogram 1	10	5219.575888633	5221.695695469	54.600	191.100	
101	Spectrogram 1	10	5229.529764209	5231.188743472	79.400	188.600	
102	Spectrogram 1	10	5324.995254224	5326.838564516	89.300	263.000	
103	Spectrogram 1	10	5364.165597926	5365.916742704	104.200	235.700	
104	Spectrogram 1	10	5384.995004224	5386.930480031	94.300	210.900	
105	Spectrogram 1	10	5397.345183180	5399.372824501	64.500	201.000	
106	Spectrogram 1	10	5456.773956989	5458.340770737	89.300	275.400	
107	Spectrogram 1	10	5474.561901306	5476.036549539	116.600	218.400	?
108	Spectrogram 1	10	5535.741819892	5537.861626728	104.200	255.600	?
109	Spectrogram 1	10	5614.082507296	5615.925817588	91.800	208.400	
110	Spectrogram 1	10	5662.451419355	5664.386895161	72.000	176.200	
111	Spectrogram 1	10	5701.806094086	5703.465073349	84.400	220.800	
112	Spectrogram 1	10	5756.534426651	5758.562067972	76.900	193.500	
113	Spectrogram 1	10	5769.990591782	5772.018233103	54.600	196.000	
114	Spectrogram 1	10	5782.709432796	5784.184081029	114.100	240.700	
115	Spectrogram 1	10	5806.580301075	5809.160935484	84.400	176.200	
116	Spectrogram 1	10	5849.972275346	5851.539089094	89.300	168.700	
117	Spectrogram 1	10	5874.764798771	5876.239447005	116.600	215.900	?
118	Spectrogram 1	10	5907.114894393	5909.050370200	74.400	193.500	
119	Spectrogram 1	10	5924.534176651	5926.469652458	62.000	166.300	
120	Spectrogram 1	10	5944.349762289	5946.193072581	69.500	210.900	?
121	Spectrogram 1	10	5994.838481183	5996.497460445	86.800	198.500	?
122	Spectrogram 1	10	6036.773790323	6038.801431644	106.700	233.300	
123	Spectrogram 1	10	6096.294729647	6098.045874424	76.900	163.800	
124	Spectrogram 1	10	6111.778536098	6113.529680876	69.500	181.100	
125	Spectrogram 1	10	6122.008908218	6123.299225422	91.800	178.700	?
126	Spectrogram 1	10	6211.207143241	6212.958288018	89.300	171.200	?
127	Spectrogram 1	10	6227.243942780	6229.271584101	67.000	183.600	
128	Spectrogram 1	10	6325.013570661	6326.949046467	62.000	220.800	?
129	Spectrogram 1	10	6329.621846390	6330.912163594	109.200	181.100	?
130	Spectrogram 1	10	6421.124219278	6422.967529570	72.000	223.300	
131	Spectrogram 1	10	6458.635583717	6460.294562980	74.400	158.800	
132	Spectrogram 1	10	6479.372824501	6481.584796851	81.900	250.600	?
133	Spectrogram 1	10	6489.234534562	6490.617017281	89.300	186.100	?
134	Spectrogram 1	10	6531.151860599	6533.271667435	76.900	201.000	
135	Spectrogram 1	10	6580.921238479	6582.948879800	72.000	181.100	
136	Spectrogram 1	10	6682.930480031	6684.312962750	64.500	163.800	
137	Spectrogram 1	10	6689.935059140	6691.409707373	67.000	220.800	
138	Spectrogram 1	10	6820.036799539	6822.433102919	69.500	178.700	
139	Spectrogram 1	10	7069.953708909	7072.073515745	52.100	255.600	
140	Spectrogram 1	10	7101.382149386	7103.225459677	69.500	198.500	?
141	Spectrogram 1	10	7130.322120968	7132.441927803	67.000	223.300	?
142	Spectrogram 1	10	7143.944634025	7146.248771889	72.000	248.100	
143	Spectrogram 1	10	7157.124302611	7159.520605991	79.400	191.100	
144	Spectrogram 1	10	7255.539089094	7257.198068356	69.500	186.100	
145	Spectrogram 1	10	7278.396136713	7280.515943548	81.900	136.500	?
146	Spectrogram 1	10	7317.474314900	7319.133294163	91.800	191.100	
147	Spectrogram 1	10	7381.050536866	7383.170343702	86.800	210.900	
148	Spectrogram 1	10	7467.852468510	7469.511447773	86.800	186.100	
149	Spectrogram 1	10	7537.621763057	7539.280742320	69.500	178.700	
150	Spectrogram 1	10	7549.050286866	7550.893597158	76.900	168.700	
151	Spectrogram 1	10	7620.737074117	7622.672549923	76.900	143.900	
152	Spectrogram 1	10	7625.437515361	7627.096494624	72.000	151.400	
153	Spectrogram 1	10	7635.391390937	7637.603363287	69.500	191.100	
154	Spectrogram 1	10	7649.216218126	7651.428190476	69.500	230.800	
155	Spectrogram 1	10	7705.787860983	7707.539005760	72.000	163.800	
156	Spectrogram 1	10	7812.681874808	7814.525185100	64.500	126.600	?
157	Spectrogram 1	10	7889.271417435	7890.653900154	86.800	178.700	?
158	Spectrogram 1	10	7966.303804531	7967.409790707	91.800	188.600	?
159	Spectrogram 1	10	8012.092082181	8013.935392473	111.700	228.300	
160	Spectrogram 1	10	8020.018316436	8021.677295699	94.300	220.800	
161	Spectrogram 1	10	8079.280742320	8081.031887097	99.300	215.900	
162	Spectrogram 1	10	8127.096661290	8129.585130184	62.000	171.200	
163	Spectrogram 1	10	8161.197901690	8163.133377496	116.600	210.900	
164	Spectrogram 1	10	8186.912080261	8188.294562980	79.400	225.800	
165	Spectrogram 1	10	9174.488052227	9176.423528034	69.500	233.300	
166	Spectrogram 1	10	9215.391557604	9218.064357527	72.000	245.700	
167	Spectrogram 1	10	9785.437515361	9786.819998080	54.600	156.300	?
168	Spectrogram 1	10	10598.101323733	10600.405461598	54.600	198.500	
169	Spectrogram 1	10	11282.598867512	11284.442177803	67.000	183.600	?
170	Spectrogram 1	10	11287.483639785	11289.419115591	81.900	270.500	
171	Spectrogram 1	10	11318.451252688	11320.386728495	72.000	198.500	
172	Spectrogram 1	10	11391.059695084	11393.548163978	59.600	203.500	
173	Spectrogram 1	10	11430.230038786	11432.534176651	76.900	201.000	
174	Spectrogram 1	10	11512.055032642	11513.990508449	69.500	225.800	
175	Spectrogram 1	10	11614.525101767	11616.184081029	79.400	134.000	?
