ID Selection	View	Channel	BeginTimes	EndTimes	LowFreqHz	HighFreqHz	Notes
1	Spectrogram 1	10	186.455794176	188.232687068	101.900	223.100	
2	Spectrogram 1	10	229.101223593	231.707333169	93.700	228.700	
3	Spectrogram 1	10	298.874384501	301.243575025	90.900	267.200	
4	Spectrogram 1	10	419.111303554	421.717413129	85.400	283.700	
5	Spectrogram 1	10	494.570521718	496.347414610	79.900	195.600	
6	Spectrogram 1	10	633.642505429	635.893236426	66.100	220.400	
7	Spectrogram 1	10	642.763888944	645.369998519	68.900	184.600	
8	Spectrogram 1	10	668.706525173	670.601877591	90.900	203.900	?
9	Spectrogram 1	10	1135.675977295	1137.334410661	71.600	209.400	
10	Spectrogram 1	10	1196.505193978	1198.755924975	71.600	275.500	
11	Spectrogram 1	10	1243.296706811	1245.428978282	121.200	187.300	
12	Spectrogram 1	10	1357.788588845	1359.091643633	60.600	170.800	
13	Spectrogram 1	10	1359.920860316	1361.342374630	107.400	203.900	
14	Spectrogram 1	10	1413.583025666	1415.241459033	38.600	187.300	?
15	Spectrogram 1	10	1622.309710760	1624.560441757	96.400	214.900	
16	Spectrogram 1	10	1702.388850444	1704.521121915	68.900	179.100	?
17	Spectrogram 1	10	1830.799476802	1832.576369694	90.900	212.100	
18	Spectrogram 1	10	1940.967336130	1942.981148075	82.600	190.100	
19	Spectrogram 1	10	2076.011695953	2077.907048371	60.600	184.600	
20	Spectrogram 1	10	2102.546629812	2104.323522705	104.700	209.400	
21	Spectrogram 1	10	2185.113419546	2187.127231491	55.100	159.800	
22	Spectrogram 1	10	2295.992036032	2297.768928924	57.900	148.800	
23	Spectrogram 1	10	2663.218067127	2665.113419546	63.400	157.000	?
24	Spectrogram 1	10	2688.213027147	2690.345298618	57.900	206.600	
25	Spectrogram 1	10	2717.946368213	2719.960180158	99.200	170.800	
26	Spectrogram 1	10	2777.650469398	2779.308902764	60.600	212.100	
27	Spectrogram 1	10	2817.215951135	2818.992844028	68.900	187.300	
28	Spectrogram 1	10	2881.895352419	2884.146083416	121.200	220.400	
29	Spectrogram 1	10	3030.681017275	3032.457910168	77.100	190.100	
30	Spectrogram 1	10	3131.964412142	3134.688981244	60.600	184.600	
31	Spectrogram 1	10	3219.269082922	3221.875192498	71.600	206.600	
35	Spectrogram 1	10	5328.449946199	5330.937596249	79.900	173.600	?
36	Spectrogram 1	10	5818.755924975	5821.243575025	66.100	214.900	
37	Spectrogram 1	10	5871.825792695	5874.076523692	77.100	250.700	?
38	Spectrogram 1	10	5986.376654492	5989.338142646	63.400	212.100	
39	Spectrogram 1	10	6043.237727048	6045.014619941	101.900	198.300	
