ID Selection	View	Channel	BeginTimes	EndTimes	LowFreqHz	HighFreqHz	Notes
1	Spectrogram 1	10	188.232687068	191.668013327	70.700	174.200	
2	Spectrogram 1	10	235.142659427	238.104147581	83.300	197.000	
3	Spectrogram 1	10	398.143967423	401.105455577	75.800	151.500	
4	Spectrogram 1	10	437.709449161	441.618613524	75.800	214.600	
5	Spectrogram 1	10	450.029239882	453.938404245	40.400	171.700	
6	Spectrogram 1	10	516.011695953	519.683941264	116.200	209.600	?
7	Spectrogram 1	10	546.455794176	550.009579961	118.700	244.900	
8	Spectrogram 1	10	564.935480257	567.423130306	78.300	186.900	
9	Spectrogram 1	10	567.541589832	570.029239882	80.800	214.600	
10	Spectrogram 1	10	548.943444225	550.838796644	78.300	128.800	?
11	Spectrogram 1	10	631.036395854	634.708641165	83.300	184.300	
12	Spectrogram 1	10	636.130155479	639.802400790	83.300	239.900	
13	Spectrogram 1	10	640.986996051	644.540781836	88.400	247.500	
14	Spectrogram 1	10	645.488458045	647.857648569	118.700	250.000	
15	Spectrogram 1	10	653.780624877	656.386734452	83.300	275.300	
16	Spectrogram 1	10	672.141851431	674.629501481	80.800	202.000	
17	Spectrogram 1	10	734.688981244	737.176631293	78.300	179.300	
18	Spectrogram 1	10	749.733341066	751.865612537	85.900	199.500	
19	Spectrogram 1	10	857.532009872	861.204255183	85.900	262.600	
20	Spectrogram 1	10	890.108379566	892.714489141	83.300	232.300	
21	Spectrogram 1	10	894.491382034	897.215951135	88.400	252.500	
22	Spectrogram 1	10	937.847568608	940.809056762	116.200	262.600	
23	Spectrogram 1	10	955.024199901	956.682633268	156.600	260.100	?
24	Spectrogram 1	10	1014.017543929	1016.860572557	88.400	282.800	
25	Spectrogram 1	10	1061.519813919	1063.889004442	133.800	292.900	
26	Spectrogram 1	10	1162.329370681	1164.817020731	85.900	212.100	
27	Spectrogram 1	10	1170.503077986	1173.464566140	58.100	202.000	
28	Spectrogram 1	10	1223.928824284	1226.771852912	103.500	229.800	?
29	Spectrogram 1	10	1268.351146594	1270.009579961	108.600	176.800	?
30	Spectrogram 1	10	1287.660049358	1290.503077986	70.700	262.600	
31	Spectrogram 1	10	1293.819944719	1296.070675716	80.800	247.500	
32	Spectrogram 1	10	1299.032163870	1301.401354393	80.800	244.900	
33	Spectrogram 1	10	1315.853416584	1318.577985686	80.800	202.000	
34	Spectrogram 1	10	1347.601069595	1349.614881540	103.500	242.400	
35	Spectrogram 1	10	1368.686865252	1371.056055775	80.800	250.000	
36	Spectrogram 1	10	1373.306786772	1375.794436821	83.300	318.200	
37	Spectrogram 1	10	1378.874384501	1381.006655972	88.400	224.700	
38	Spectrogram 1	10	1384.323522705	1386.455794176	85.900	197.000	
39	Spectrogram 1	10	1396.643313425	1399.367882527	83.300	227.300	
40	Spectrogram 1	10	1401.737073050	1403.750884995	101.000	204.500	
41	Spectrogram 1	10	1404.580101678	1406.356994571	108.600	222.200	
42	Spectrogram 1	10	1428.745845015	1430.996576012	98.500	265.200	
43	Spectrogram 1	10	1441.066135735	1442.843028628	83.300	217.200	
44	Spectrogram 1	10	1443.435326259	1445.330678677	121.200	202.000	
45	Spectrogram 1	10	1462.981148075	1465.350338598	80.800	260.100	?
46	Spectrogram 1	10	1506.692713228	1509.298822804	88.400	239.900	
47	Spectrogram 1	10	1523.869344521	1527.186211254	83.300	252.500	
48	Spectrogram 1	10	1547.916628332	1550.878116486	75.800	295.500	
49	Spectrogram 1	10	1695.755116979	1698.242767029	101.000	237.400	
50	Spectrogram 1	10	1855.439058243	1857.334410661	126.300	242.400	
51	Spectrogram 1	10	1949.377962488	1951.628693485	96.000	224.700	
52	Spectrogram 1	10	1968.331486673	1970.345298618	90.900	186.900	?
53	Spectrogram 1	10	2033.602685587	2035.261118954	143.900	232.300	?
54	Spectrogram 1	10	2298.242767029	2300.375038500	83.333	138.889	?
55	Spectrogram 1	10	2352.971068115	2354.866420533	95.960	133.838	?
56	Spectrogram 1	10	2432.576369694	2434.590181639	136.364	196.970	?
57	Spectrogram 1	10	2470.009579961	2471.904932379	73.232	121.212	?
58	Spectrogram 1	10	2526.041435834	2528.410626357	80.808	217.172	?
59	Spectrogram 1	10	2622.585949654	2626.021275913	98.485	277.778	
60	Spectrogram 1	10	2627.798168806	2630.167359329	88.384	202.020	
62	Spectrogram 1	10	2605.409318361	2607.778508885	98.485	146.465	?
63	Spectrogram 1	10	2658.242767029	2660.730417078	80.808	164.141	
64	Spectrogram 1	10	2757.985688055	2759.762580948	75.758	146.465	?
65	Spectrogram 1	10	2765.567597730	2767.462950148	80.808	159.091	?
66	Spectrogram 1	10	2814.491382034	2818.045167818	88.384	199.495	
67	Spectrogram 1	10	2894.452062192	2896.584333662	93.434	138.889	?
68	Spectrogram 1	10	3135.044359822	3137.413550346	90.909	214.646	
69	Spectrogram 1	10	3169.989920039	3172.596029615	103.535	212.121	
70	Spectrogram 1	10	3174.846760612	3177.334410661	98.485	234.848	
71	Spectrogram 1	10	3235.024199901	3237.511849951	93.434	229.798	
72	Spectrogram 1	10	3241.303054788	3242.961488154	106.061	169.192	
73	Spectrogram 1	10	3244.619921520	3246.278354886	106.061	159.091	
74	Spectrogram 1	10	3257.058171767	3258.953524186	106.061	234.848	
75	Spectrogram 1	10	3266.890312438	3268.785664857	101.010	214.646	
76	Spectrogram 1	10	3278.262426950	3280.750076999	78.283	159.091	
77	Spectrogram 1	10	3280.986996051	3283.000807996	80.808	141.414	
78	Spectrogram 1	10	3298.755924975	3301.480494077	80.808	141.414	?
79	Spectrogram 1	10	3313.207987167	3315.932556269	101.010	232.323	
80	Spectrogram 1	10	3318.894044423	3320.670937315	101.010	156.566	
81	Spectrogram 1	10	3360.355378578	3363.079947680	90.909	227.273	
82	Spectrogram 1	10	3370.424438302	3373.030547878	98.485	204.545	
83	Spectrogram 1	10	3374.807440770	3377.058171767	116.162	199.495	
84	Spectrogram 1	10	3377.532009872	3379.190443238	103.535	191.919	
85	Spectrogram 1	10	3390.325638697	3392.694829220	98.485	250.000	
86	Spectrogram 1	10	3397.196291214	3398.854724580	98.485	161.616	?
87	Spectrogram 1	10	3427.877308490	3430.483418065	90.909	194.444	
88	Spectrogram 1	10	3455.952216190	3458.439866239	80.808	202.020	
89	Spectrogram 1	10	3459.742921027	3461.519813919	90.909	133.838	?
90	Spectrogram 1	10	3468.035087858	3470.048899803	78.283	156.566	
91	Spectrogram 1	10	3481.895352419	3484.146083416	80.808	219.697	
92	Spectrogram 1	10	3497.768928924	3499.901200395	101.010	202.020	
93	Spectrogram 1	10	3507.127231491	3510.325638697	98.485	250.000	
94	Spectrogram 1	10	3514.827100691	3516.603993583	103.535	174.242	
95	Spectrogram 1	10	3518.025507897	3520.394698421	106.061	191.919	
96	Spectrogram 1	10	3535.675977295	3538.637465449	88.384	181.818	
97	Spectrogram 1	10	3543.020467917	3546.218875123	85.859	250.000	
98	Spectrogram 1	10	3550.483418065	3552.734149062	80.808	217.172	
99	Spectrogram 1	10	3554.747961007	3557.235611056	80.808	227.273	
100	Spectrogram 1	10	3557.117151530	3559.130963475	93.434	204.545	
101	Spectrogram 1	10	3595.498038006	3597.511849951	80.808	196.970	
102	Spectrogram 1	10	3610.661357354	3612.319790721	88.384	154.040	
103	Spectrogram 1	10	3630.325638697	3632.813288746	118.687	227.273	
104	Spectrogram 1	10	3688.252346989	3691.095375617	83.333	237.374	?
105	Spectrogram 1	10	3742.862688549	3745.113419546	95.960	234.848	
106	Spectrogram 1	10	4068.035087858	4070.641197433	98.485	229.798	?
107	Spectrogram 1	10	4073.958064166	4075.853416584	118.687	224.747	?
108	Spectrogram 1	10	4556.445714215	4558.459526160	113.636	194.444	
109	Spectrogram 1	10	5078.143967423	5079.683941264	111.111	166.667	?
110	Spectrogram 1	10	5086.791512833	5089.042243830	93.434	181.818	
111	Spectrogram 1	10	5111.431094274	5113.444906219	128.788	207.071	
112	Spectrogram 1	10	5123.040127838	5124.935480257	111.111	224.747	
113	Spectrogram 1	10	5125.172399309	5126.949292201	113.636	222.222	
114	Spectrogram 1	10	5157.038011846	5158.814904738	83.333	174.242	
115	Spectrogram 1	10	5178.479686081	5180.138119447	88.384	181.818	
116	Spectrogram 1	10	5207.502269990	5210.108379566	85.859	174.242	
117	Spectrogram 1	10	5244.224723100	5246.475454097	70.707	196.970	
118	Spectrogram 1	10	5272.062711747	5274.313442744	78.283	186.869	
119	Spectrogram 1	10	5267.087411649	5269.693521224	95.960	194.444	?
120	Spectrogram 1	10	5232.852608588	5234.392582428	121.212	176.768	?
121	Spectrogram 1	10	5186.771852912	5188.667205331	106.061	174.242	?
122	Spectrogram 1	10	5281.184595262	5283.198407206	98.485	161.616	
123	Spectrogram 1	10	5296.110495558	5298.124307502	88.384	146.465	
124	Spectrogram 1	10	5297.650469398	5299.427362290	85.859	141.414	
125	Spectrogram 1	10	5306.416474334	5308.548745805	101.010	151.515	
126	Spectrogram 1	10	5312.694829220	5314.471722113	95.960	151.515	
127	Spectrogram 1	10	5319.328562685	5321.697753208	123.737	176.768	
128	Spectrogram 1	10	5323.830024679	5326.317674729	95.960	212.121	
129	Spectrogram 1	10	5336.031355874	5338.519005923	78.283	174.242	
130	Spectrogram 1	10	5338.637465449	5341.243575025	83.333	169.192	
131	Spectrogram 1	10	5365.053939783	5367.423130306	101.010	184.343	
132	Spectrogram 1	10	5369.910780355	5372.161511352	75.758	171.717	
